  100    1 1000    1.00
   4.3540e+00   0.0000e+00  -7.4760e+00
   4.3539e+00   2.7258e-02  -7.4760e+00
   4.3537e+00   5.4516e-02  -7.4760e+00
   4.3532e+00   8.1771e-02  -7.4760e+00
   4.3526e+00   1.0902e-01  -7.4760e+00
   4.3519e+00   1.3627e-01  -7.4760e+00
   4.3509e+00   1.6351e-01  -7.4760e+00
   4.3498e+00   1.9075e-01  -7.4760e+00
   4.3485e+00   2.1798e-01  -7.4760e+00
   4.3471e+00   2.4520e-01  -7.4760e+00
   4.3454e+00   2.7241e-01  -7.4760e+00
   4.3436e+00   2.9961e-01  -7.4760e+00
   4.3417e+00   3.2679e-01  -7.4760e+00
   4.3395e+00   3.5397e-01  -7.4760e+00
   4.3372e+00   3.8113e-01  -7.4760e+00
   4.3347e+00   4.0827e-01  -7.4760e+00
   4.3321e+00   4.3540e-01  -7.4760e+00
   4.3293e+00   4.6251e-01  -7.4760e+00
   4.3263e+00   4.8961e-01  -7.4760e+00
   4.3231e+00   5.1668e-01  -7.4760e+00
   4.3198e+00   5.4374e-01  -7.4760e+00
   4.3163e+00   5.7077e-01  -7.4760e+00
   4.3126e+00   5.9778e-01  -7.4760e+00
   4.3087e+00   6.2476e-01  -7.4760e+00
   4.3047e+00   6.5172e-01  -7.4760e+00
   4.3005e+00   6.7866e-01  -7.4760e+00
   4.2962e+00   7.0557e-01  -7.4760e+00
   4.2917e+00   7.3245e-01  -7.4760e+00
   4.2870e+00   7.5930e-01  -7.4760e+00
   4.2821e+00   7.8612e-01  -7.4760e+00
   4.2771e+00   8.1291e-01  -7.4760e+00
   4.2719e+00   8.3967e-01  -7.4760e+00
   4.2665e+00   8.6640e-01  -7.4760e+00
   4.2610e+00   8.9309e-01  -7.4760e+00
   4.2553e+00   9.1974e-01  -7.4760e+00
   4.2494e+00   9.4636e-01  -7.4760e+00
   4.2434e+00   9.7295e-01  -7.4760e+00
   4.2372e+00   9.9949e-01  -7.4760e+00
   4.2308e+00   1.0260e+00  -7.4760e+00
   4.2243e+00   1.0525e+00  -7.4760e+00
   4.2176e+00   1.0789e+00  -7.4760e+00
   4.2107e+00   1.1053e+00  -7.4760e+00
   4.2037e+00   1.1316e+00  -7.4760e+00
   4.1965e+00   1.1579e+00  -7.4760e+00
   4.1891e+00   1.1841e+00  -7.4760e+00
   4.1816e+00   1.2103e+00  -7.4760e+00
   4.1739e+00   1.2365e+00  -7.4760e+00
   4.1660e+00   1.2626e+00  -7.4760e+00
   4.1580e+00   1.2886e+00  -7.4760e+00
   4.1498e+00   1.3146e+00  -7.4760e+00
   4.1415e+00   1.3406e+00  -7.4760e+00
   4.1329e+00   1.3665e+00  -7.4760e+00
   4.1243e+00   1.3923e+00  -7.4760e+00
   4.1154e+00   1.4181e+00  -7.4760e+00
   4.1064e+00   1.4438e+00  -7.4760e+00
   4.0973e+00   1.4695e+00  -7.4760e+00
   4.0879e+00   1.4951e+00  -7.4760e+00
   4.0785e+00   1.5207e+00  -7.4760e+00
   4.0688e+00   1.5462e+00  -7.4760e+00
   4.0590e+00   1.5716e+00  -7.4760e+00
   4.0490e+00   1.5970e+00  -7.4760e+00
   4.0389e+00   1.6223e+00  -7.4760e+00
   4.0286e+00   1.6475e+00  -7.4760e+00
   4.0182e+00   1.6727e+00  -7.4760e+00
   4.0076e+00   1.6978e+00  -7.4760e+00
   3.9968e+00   1.7229e+00  -7.4760e+00
   3.9859e+00   1.7478e+00  -7.4760e+00
   3.9749e+00   1.7728e+00  -7.4760e+00
   3.9636e+00   1.7976e+00  -7.4760e+00
   3.9522e+00   1.8224e+00  -7.4760e+00
   3.9407e+00   1.8471e+00  -7.4760e+00
   3.9290e+00   1.8717e+00  -7.4760e+00
   3.9172e+00   1.8962e+00  -7.4760e+00
