    9    1  500    1.00
   3.9431e+00   2.4602e-03   7.5637e+00
   3.9428e+00   5.2108e-02   7.5640e+00
   3.9418e+00   1.0175e-01   7.5642e+00
   3.9403e+00   1.5137e-01   7.5645e+00
   3.9381e+00   2.0097e-01   7.5647e+00
   3.9353e+00   2.5054e-01   7.5649e+00
   3.9319e+00   3.0007e-01   7.5652e+00
   3.9278e+00   3.4955e-01   7.5654e+00
   3.9231e+00   3.9898e-01   7.5657e+00
   3.9178e+00   4.4835e-01   7.5659e+00
   3.9119e+00   4.9764e-01   7.5662e+00
   3.9053e+00   5.4686e-01   7.5664e+00
   3.8982e+00   5.9599e-01   7.5667e+00
   3.8904e+00   6.4502e-01   7.5669e+00
   3.8820e+00   6.9395e-01   7.5672e+00
   3.8730e+00   7.4278e-01   7.5674e+00
   3.8633e+00   7.9148e-01   7.5677e+00
   3.8531e+00   8.4006e-01   7.5679e+00
   3.8423e+00   8.8851e-01   7.5681e+00
   3.8308e+00   9.3682e-01   7.5684e+00
   3.8187e+00   9.8498e-01   7.5686e+00
   3.8061e+00   1.0330e+00   7.5689e+00
   3.7928e+00   1.0808e+00   7.5691e+00
   3.7789e+00   1.1285e+00   7.5693e+00
   3.7644e+00   1.1760e+00   7.5696e+00
   3.7493e+00   1.2233e+00   7.5698e+00
   3.7337e+00   1.2704e+00   7.5700e+00
   3.7174e+00   1.3173e+00   7.5703e+00
   3.7006e+00   1.3640e+00   7.5705e+00
   3.6831e+00   1.4105e+00   7.5707e+00
   3.6651e+00   1.4568e+00   7.5710e+00
   3.6465e+00   1.5028e+00   7.5712e+00
   3.6273e+00   1.5486e+00   7.5714e+00
   3.6076e+00   1.5941e+00   7.5717e+00
   3.5872e+00   1.6394e+00   7.5719e+00
   3.5663e+00   1.6845e+00   7.5721e+00
   3.5449e+00   1.7292e+00   7.5723e+00
   3.5229e+00   1.7737e+00   7.5726e+00
   3.5003e+00   1.8180e+00   7.5728e+00
