    9    1  249    1.00
   7.5052e+00   2.0110e+00  -2.3800e+00
   7.4947e+00   2.0499e+00  -2.3800e+00
   7.4840e+00   2.0887e+00  -2.3800e+00
   7.4731e+00   2.1275e+00  -2.3800e+00
   7.4619e+00   2.1662e+00  -2.3800e+00
   7.4506e+00   2.2049e+00  -2.3800e+00
   7.4391e+00   2.2435e+00  -2.3800e+00
   7.4273e+00   2.2820e+00  -2.3800e+00
   7.4154e+00   2.3205e+00  -2.3800e+00
   7.4033e+00   2.3589e+00  -2.3800e+00
   7.3910e+00   2.3972e+00  -2.3800e+00
   7.3784e+00   2.4355e+00  -2.3800e+00
   7.3657e+00   2.4737e+00  -2.3800e+00
   7.3528e+00   2.5119e+00  -2.3800e+00
   7.3397e+00   2.5500e+00  -2.3800e+00
   7.3263e+00   2.5880e+00  -2.3800e+00
   7.3128e+00   2.6259e+00  -2.3800e+00
   7.2991e+00   2.6638e+00  -2.3800e+00
   7.2852e+00   2.7016e+00  -2.3800e+00
   7.2711e+00   2.7393e+00  -2.3800e+00
   7.2568e+00   2.7770e+00  -2.3800e+00
   7.2423e+00   2.8146e+00  -2.3800e+00
   7.2276e+00   2.8521e+00  -2.3800e+00
   7.2127e+00   2.8895e+00  -2.3800e+00
   7.1977e+00   2.9269e+00  -2.3800e+00
   7.1824e+00   2.9641e+00  -2.3800e+00
   7.1669e+00   3.0013e+00  -2.3800e+00
   7.1513e+00   3.0385e+00  -2.3800e+00
   7.1354e+00   3.0755e+00  -2.3800e+00
   7.1194e+00   3.1124e+00  -2.3800e+00
   7.1032e+00   3.1493e+00  -2.3800e+00
   7.0867e+00   3.1861e+00  -2.3800e+00
   7.0701e+00   3.2228e+00  -2.3800e+00
   7.0533e+00   3.2594e+00  -2.3800e+00
   7.0363e+00   3.2959e+00  -2.3800e+00
   7.0191e+00   3.3323e+00  -2.3800e+00
   7.0018e+00   3.3687e+00  -2.3800e+00
   6.9842e+00   3.4049e+00  -2.3800e+00
   6.9665e+00   3.4411e+00  -2.3800e+00
   6.9485e+00   3.4772e+00  -2.3800e+00
   6.9304e+00   3.5131e+00  -2.3800e+00
   6.9121e+00   3.5490e+00  -2.3800e+00
   6.8936e+00   3.5848e+00  -2.3800e+00
   6.8749e+00   3.6205e+00  -2.3800e+00
   6.8561e+00   3.6561e+00  -2.3800e+00
   6.8370e+00   3.6916e+00  -2.3800e+00
   6.8178e+00   3.7270e+00  -2.3800e+00
   6.7984e+00   3.7623e+00  -2.3800e+00
   6.7788e+00   3.7975e+00  -2.3800e+00
   6.7590e+00   3.8326e+00  -2.3800e+00
   6.7391e+00   3.8675e+00  -2.3800e+00
   6.7189e+00   3.9024e+00  -2.3800e+00
   6.6986e+00   3.9372e+00  -2.3800e+00
   6.6781e+00   3.9719e+00  -2.3800e+00
   6.6574e+00   4.0064e+00  -2.3800e+00
   6.6366e+00   4.0409e+00  -2.3800e+00
   6.6155e+00   4.0753e+00  -2.3800e+00
   6.5943e+00   4.1095e+00  -2.3800e+00
   6.5729e+00   4.1436e+00  -2.3800e+00
   6.5513e+00   4.1776e+00  -2.3800e+00
   6.5296e+00   4.2116e+00  -2.3800e+00
   6.5077e+00   4.2453e+00  -2.3800e+00
   6.4856e+00   4.2790e+00  -2.3800e+00
   6.4633e+00   4.3126e+00  -2.3800e+00
   6.4409e+00   4.3460e+00  -2.3800e+00
   6.4183e+00   4.3794e+00  -2.3800e+00
   6.3955e+00   4.4126e+00  -2.3800e+00
   6.3725e+00   4.4457e+00  -2.3800e+00
   6.3494e+00   4.4787e+00  -2.3800e+00
   6.3261e+00   4.5115e+00  -2.3800e+00
   6.3026e+00   4.5443e+00  -2.3800e+00
   6.2790e+00   4.5769e+00  -2.3800e+00
   6.2551e+00   4.6094e+00  -2.3800e+00
   6.2312e+00   4.6417e+00  -2.3800e+00
   6.2070e+00   4.6740e+00  -2.3800e+00
   6.1827e+00   4.7061e+00  -2.3800e+00
   6.1582e+00   4.7381e+00  -2.3800e+00
   6.1336e+00   4.7699e+00  -2.3800e+00
   6.1088e+00   4.8017e+00  -2.3800e+00
   6.0838e+00   4.8333e+00  -2.3800e+00
   6.0587e+00   4.8647e+00  -2.3800e+00
   6.0334e+00   4.8961e+00  -2.3800e+00
   6.0079e+00   4.9273e+00  -2.3800e+00
